(1, 9)
(13, 11)
(24, 11)
(46, 8)
(49, 13)
(27, 3)
(50, 5)
(42, 1)
(50, 14)
(42, 10)
(50, 23)
(8, 17)
(39, 4)
(54, 2)
(39, 13)
(54, 11)
(12, 5)
(53, 24)
(32, 1)
(43, 1)
(35, 6)
(16, 2)
(46, 3)
(46, 12)
(38, 8)
(49, 8)
(26, 15)
(50, 0)
(50, 9)
(30, 3)
(42, 5)
(0, 8)
(39, 8)
(12, 0)
(20, 13)
(12, 9)
(53, 10)
(53, 19)
(53, 28)
(46, 7)
(38, 3)
(49, 3)
(26, 10)
(49, 12)
(7, 15)
(27, 2)
(50, 4)
(42, 0)
(42, 9)
(11, 12)
(52, 22)
(12, 4)
(53, 5)
(34, 1)
(45, 1)
(34, 10)
(45, 10)
(53, 23)
(37, 6)
(46, 2)
(46, 11)
(26, 5)
(38, 7)
(49, 7)
(38, 16)
(49, 16)
(18, 10)
(30, 2)
(42, 4)
(11, 7)
(0, 7)
(41, 8)
(52, 8)
(52, 17)
(52, 26)
(53, 0)
(53, 9)
(34, 5)
(45, 5)
(53, 18)
(37, 1)
(53, 27)
(37, 10)
(46, 6)
(38, 2)
(49, 2)
(26, 9)
(7, 14)
(48, 15)
(11, 2)
(52, 3)
(41, 3)
(41, 12)
(44, 8)
(52, 21)
(10, 15)
(52, 30)
(25, 13)
(49, 14)
(53, 4)
(34, 0)
(45, 0)
(34, 9)
(45, 9)
(37, 5)
(22, 16)
(37, 14)
(15, 4)
(26, 4)
(48, 10)
(41, 7)
(52, 7)
(10, 1)
(33, 3)
(44, 3)
(52, 16)
(52, 25)
(2, 6)
(25, 8)
(53, 8)
(45, 4)
(37, 0)
(37, 9)
(48, 5)
(40, 1)
(48, 14)
(40, 10)
(52, 2)
(41, 2)
(41, 11)
(52, 11)
(10, 5)
(33, 7)
(44, 7)
(52, 20)
(10, 14)
(51, 24)
(14, 2)
(37, 4)
(3, 11)
(36, 8)
(47, 8)
(48, 0)
(48, 9)
(40, 5)
(41, 6)
(52, 6)
(10, 0)
(44, 2)
(2, 5)
(25, 7)
(51, 28)
(36, 3)
(47, 3)
(47, 12)
(17, 8)
(9, 13)
(48, 4)
(40, 0)
(48, 13)
(40, 9)
(52, 1)
(10, 4)
(44, 6)
(51, 5)
(51, 14)
(2, 9)
(43, 10)
(51, 23)
(35, 15)
(24, 15)
(36, 7)
(47, 7)
(28, 3)
(9, 17)
(48, 8)
(29, 4)
(40, 4)
(40, 13)
(54, 6)
(54, 24)
(51, 0)
(51, 9)
(2, 4)
(43, 5)
(13, 1)
(35, 1)
(51, 27)
(1, 8)
(13, 10)
(24, 10)
(36, 2)
(47, 2)
(47, 11)
(17, 7)
(5, 14)
(9, 12)
(50, 13)
(39, 3)
(54, 1)
(54, 10)
(51, 4)
(43, 0)
(51, 13)
(43, 9)
(1, 3)
(13, 5)
(35, 5)
(24, 14)
(35, 14)
(36, 6)
(47, 6)
(28, 2)
(50, 8)
(9, 16)
(39, 7)
(31, 3)
(54, 5)
(39, 16)
(20, 12)
(12, 8)
(54, 23)
(4, 13)
(51, 8)
(43, 4)
(13, 0)
(35, 0)
(35, 9)
(16, 5)
(47, 1)
(50, 3)
(5, 13)
(11, 11)
(39, 2)
(54, 0)
(54, 9)
(12, 12)
(51, 3)
(53, 22)
(53, 31)
(43, 8)
(13, 4)
(1, 2)
(35, 4)
(46, 1)
(35, 13)
(46, 10)
(38, 6)
(49, 6)
(38, 15)
(49, 15)
(50, 7)
(30, 1)
(42, 3)
(50, 16)
(19, 10)
(42, 12)
(50, 25)
(0, 6)
(11, 6)
(39, 6)
(31, 2)
(54, 4)
(39, 15)
(20, 11)
(12, 7)
(23, 16)
(53, 17)
(4, 12)
(1, 6)
(16, 4)
(46, 5)
(38, 1)
(49, 1)
(38, 10)
(49, 10)
(50, 2)
(50, 11)
(42, 7)
(11, 1)
(0, 1)
(11, 10)
(39, 1)
(52, 29)
(12, 2)
(53, 3)
(12, 11)
(53, 12)
(34, 8)
(45, 8)
(22, 15)
(53, 30)
(37, 13)
(1, 1)
(46, 0)
(46, 9)
(15, 3)
(38, 5)
(49, 5)
(38, 14)
