(17, 3)
(39, 33)
(14, 13)
(31, 29)
(8, 9)
(36, 25)
(54, 31)
(11, 5)
(9, 17)
(37, 33)
(58, 31)
(13, 8)
(15, 5)
(11, 23)
(18, 1)
(13, 17)
(41, 33)
(51, 34)
(33, 29)
(7, 19)
(39, 26)
(17, 5)
(39, 35)
(23, 27)
(11, 7)
(9, 19)
(11, 16)
(37, 35)
(52, 31)
(61, 29)
(15, 7)
(18, 3)
(13, 19)
(41, 35)
(6, 13)
(52, 35)
(25, 27)
(7, 21)
(22, 3)
(57, 34)
(48, 31)
(39, 28)
(29, 27)
(63, 29)
(5, 14)
(54, 35)
(9, 12)
(11, 9)
(12, 29)
(13, 3)
(58, 35)
(13, 12)
(15, 9)
(27, 29)
(61, 31)
(44, 33)
(7, 23)
(39, 30)
(49, 32)
(29, 29)
(17, 9)
(34, 25)
(21, 25)
(9, 5)
(63, 31)
(14, 28)
(13, 5)
(15, 2)
(16, 1)
(47, 34)
(27, 31)
(15, 11)
(50, 33)
(30, 27)
(33, 26)
(61, 33)
(52, 30)
(20, 1)
(38, 25)
(14, 3)
(39, 32)
(29, 31)
(5, 9)
(17, 11)
(21, 27)
(9, 7)
(31, 28)
(9, 16)
(55, 31)
(59, 29)
(13, 7)
(10, 17)
(13, 16)
(15, 13)
(61, 35)
(7, 9)
(33, 28)
(11, 25)
(35, 25)
(20, 3)
(57, 31)
(39, 25)
(17, 4)
(22, 27)
(9, 9)
(55, 33)
(8, 13)
(59, 31)
(13, 9)
(15, 6)
(17, 25)
(16, 5)
(10, 19)
(13, 18)
(42, 33)
(11, 27)
(23, 1)
(6, 15)
(57, 33)
(39, 27)
(15, 27)
(14, 7)
(26, 27)
(12, 19)
(40, 35)
(5, 13)
(55, 35)
(8, 15)
(45, 34)
(13, 11)
(11, 11)
(17, 27)
(27, 28)
(47, 31)
(9, 23)
(11, 29)
(23, 3)
(46, 35)
(57, 35)
(15, 29)
(14, 9)
(20, 25)
(18, 25)
(29, 28)
(49, 31)
(63, 30)
(53, 31)
(10, 5)
(13, 4)
(47, 33)
(27, 30)
(59, 35)
(28, 29)
(16, 9)
(10, 23)
(61, 32)
(51, 33)
(32, 29)
(12, 5)
(38, 33)
(14, 11)
(29, 30)
(49, 33)
(21, 26)
(19, 1)
(10, 7)
(37, 25)
(8, 19)
(47, 35)
(37, 34)
(28, 31)
(60, 29)
(11, 24)
(51, 35)
(21, 1)
(41, 34)
(24, 27)
(7, 20)
(12, 16)
(38, 35)
(62, 29)
(19, 3)
(53, 35)
(56, 31)
(10, 9)
(9, 11)
(11, 8)
(59, 30)
(11, 17)
(11, 26)
(22, 1)
(21, 3)
(43, 33)
(7, 13)
(13, 29)
(7, 22)
(39, 29)
(62, 31)
(55, 34)
(5, 15)
(45, 33)
(10, 11)
(9, 13)
(27, 27)
(17, 26)
(8, 23)
(56, 33)
(11, 19)
(15, 1)
(13, 13)
(11, 28)
(33, 25)
(23, 2)
(7, 15)
(12, 11)
(15, 28)
(16, 27)
(17, 1)
(39, 31)
(17, 10)
(31, 27)
(9, 6)
(45, 35)
(47, 32)
(9, 15)
(14, 29)
(19, 25)
(15, 3)
(60, 35)
(61, 34)
(15, 12)
(6, 9)
(16, 11)
(33, 27)
