(12, 4)
(7, 17)
(34, 1)
(34, 10)
(36, 7)
(27, 4)
(37, 6)
(28, 3)
(0, 5)
(11, 5)
(32, 3)
(9, 17)
(35, 8)
(26, 5)
(29, 4)
(38, 7)
(38, 16)
(40, 13)
(18, 10)
(36, 0)
(34, 12)
(36, 9)
(37, 8)
(17, 5)
(30, 2)
(11, 7)
(0, 7)
(2, 4)
(13, 1)
(35, 1)
(38, 0)
(1, 8)
(13, 10)
(24, 10)
(40, 6)
(38, 9)
(26, 16)
(34, 5)
(36, 2)
(37, 1)
(37, 10)
(17, 7)
(30, 4)
(0, 0)
(5, 14)
(11, 0)
(9, 12)
(11, 9)
(41, 10)
(33, 6)
(13, 3)
(38, 2)
(24, 12)
(26, 9)
(35, 12)
(39, 3)
(7, 14)
(34, 7)
(36, 4)
(14, 1)
(22, 14)
(36, 13)
(3, 10)
(17, 9)
(11, 2)
(9, 14)
(1, 3)
(13, 5)
(15, 2)
(38, 4)
(10, 15)
(24, 14)
(35, 14)
(25, 13)
(39, 5)
(7, 16)
(31, 1)
(39, 14)
(34, 0)
(20, 10)
(34, 9)
(36, 6)
(37, 5)
(28, 2)
(22, 16)
(37, 14)
(4, 11)
(11, 4)
(32, 2)
(9, 16)
(33, 1)
(1, 5)
(15, 4)
(25, 6)
(16, 3)
(26, 4)
(24, 16)
(35, 7)
(25, 15)
(35, 15)
(39, 7)
(31, 3)
(39, 16)
(20, 12)
(34, 11)
(12, 8)
(37, 7)
(4, 13)
(10, 1)
(13, 0)
(33, 3)
(35, 0)
(35, 9)
(2, 6)
(16, 5)
(25, 8)
(39, 9)
(12, 1)
(37, 0)
(21, 13)
(12, 10)
(37, 9)
(5, 13)
(41, 9)
(33, 5)
(13, 2)
(35, 2)
(10, 12)
(1, 9)
(11, 11)
(13, 11)
(24, 11)
(25, 10)
(39, 2)
(40, 10)
(34, 6)
(37, 2)
(22, 13)
(12, 12)
(3, 9)
(27, 3)
(36, 15)
(10, 5)
(13, 4)
(1, 2)
(33, 7)
(8, 17)
(10, 14)
(35, 13)
(39, 4)
(38, 6)
(29, 3)
(39, 13)
(38, 15)
(40, 12)
(12, 5)
(14, 2)
(37, 4)
(3, 11)
(36, 8)
(32, 1)
(30, 1)
(19, 10)
(35, 6)
(0, 6)
(2, 3)
(11, 6)
(10, 16)
(16, 2)
(25, 5)
(25, 14)
(38, 8)
(40, 5)
(31, 2)
(39, 15)
(26, 15)
(20, 11)
(12, 7)
(23, 16)
(36, 1)
(4, 12)
(36, 10)
(41, 6)
(17, 6)
(30, 3)
(10, 0)
(1, 6)
(0, 8)
(2, 5)
(9, 11)
(16, 4)
(25, 7)
(38, 1)
(39, 8)
(38, 10)
(12, 0)
(6, 14)
(20, 13)
(12, 9)
(36, 3)
(17, 8)
(33, 4)
(11, 1)
(0, 1)
(10, 11)
(9, 13)
(11, 10)
(25, 9)
(38, 3)
(24, 13)
(26, 10)
(40, 9)
(12, 2)
(7, 15)
(12, 11)
(34, 8)
(36, 5)
(27, 2)
(22, 15)
(36, 14)
(37, 13)
(17, 10)
(10, 4)
(1, 1)
(11, 12)
(2, 9)
(15, 3)
(38, 5)
(24, 15)
(38, 14)
(40, 11)
