<<<<<<< HEAD
(26, 21)
(18, 17)
(42, 2)
(8, 9)
(0, 5)
(19, 18)
(11, 14)
(34, 3)
(45, 12)
(37, 8)
(3, 15)
(22, 28)
(14, 24)
(46, 13)
(38, 9)
(49, 18)
(15, 25)
(7, 21)
(48, 22)
(18, 30)
(30, 4)
(41, 19)
(33, 15)
(52, 28)
(25, 11)
(44, 24)
(10, 31)
(2, 27)
(22, 5)
(14, 1)
(34, 16)
(45, 25)
(37, 21)
(3, 28)
(15, 2)
(26, 11)
(18, 7)
(29, 22)
(21, 18)
(40, 31)
(11, 4)
(52, 5)
(44, 1)
(10, 8)
(33, 28)
(25, 24)
(53, 6)
(45, 2)
(3, 5)
(22, 18)
(14, 14)
(17, 25)
(7, 11)
(48, 12)
(40, 8)
(6, 15)
(21, 31)
(41, 9)
(33, 5)
(25, 1)
(44, 14)
(10, 21)
(2, 17)
(34, 6)
(37, 11)
(3, 18)
(36, 15)
(47, 24)
(26, 1)
(5, 27)
(29, 12)
(48, 25)
(21, 8)
(40, 21)
(6, 28)
(33, 18)
(25, 14)
(32, 22)
(2, 30)
(43, 31)
(22, 8)
(35, 27)
(14, 4)
(17, 15)
(36, 28)
(9, 11)
(28, 24)
(48, 2)
(6, 5)
(29, 25)
(21, 21)
(44, 4)
(10, 11)
(51, 12)
(2, 7)
(13, 22)
(24, 31)
(16, 27)
(36, 5)
(28, 1)
(47, 14)
(5, 17)
(17, 28)
(9, 24)
(29, 2)
(40, 11)
(6, 18)
(54, 31)
(4, 30)
(32, 12)
(24, 8)
(43, 21)
(35, 17)
(1, 24)
(17, 5)
(36, 18)
(9, 1)
(28, 14)
(47, 27)
(5, 30)
(20, 15)
(39, 28)
(31, 24)
(23, 20)
(51, 2)
(13, 12)
(32, 25)
(24, 21)
(16, 17)
(35, 30)
(47, 4)
(5, 7)
(9, 14)
(27, 31)
(19, 27)
(39, 5)
(31, 1)
(20, 28)
(12, 24)
(4, 20)
(32, 2)
(43, 11)
(35, 7)
(1, 14)
(46, 22)
(16, 30)
(49, 27)
(28, 4)
(50, 28)
(42, 24)
(8, 31)
(0, 27)
(20, 5)
(39, 18)
(12, 1)
(31, 14)
(23, 10)
(13, 2)
(24, 11)
(16, 7)
(38, 31)
(50, 5)
(42, 1)
(8, 8)
(27, 21)
(0, 4)
(19, 17)
(11, 13)
(30, 26)
(20, 18)
(12, 14)
(4, 10)
(23, 23)
(43, 1)
(1, 4)
(46, 12)
(38, 8)
(49, 17)
(15, 24)
(7, 20)
(18, 29)
(30, 3)
(50, 18)
(42, 14)
(8, 21)
(0, 17)
(19, 30)
(11, 26)
(39, 8)
(31, 4)
(23, 0)
(34, 15)
(45, 24)
(37, 20)
(3, 27)
(15, 1)
(26, 10)
(46, 25)
(18, 6)
(38, 21)
(49, 30)
(27, 11)
(19, 7)
(11, 3)
(30, 16)
(41, 31)
(33, 27)
(12, 4)
(25, 23)
(53, 5)
(4, 0)
(45, 1)
(22, 17)
(14, 13)
(34, 28)
(46, 2)
(15, 14)
(7, 10)
(26, 23)
(18, 19)
(42, 4)
(8, 11)
(0, 7)
(41, 8)
(11, 16)
(44, 13)
(10, 20)
(34, 5)
(45, 14)
(37, 10)
(3, 17)
(22, 30)
(14, 26)
(26, 0)
(38, 11)
(7, 23)
(48, 24)
(27, 1)
(40, 20)
(6, 27)
(30, 6)
(41, 21)
(33, 17)
(52, 30)
(25, 13)
(44, 26)
(2, 29)
(22, 7)
(14, 3)
(34, 18)
(37, 23)
(3, 30)
(36, 27)
(15, 4)
(7, 0)
(26, 13)
(18, 9)
(29, 24)
(21, 20)
(44, 3)
(10, 10)
(2, 6)
(33, 30)
(25, 26)
(45, 4)
(37, 0)
(3, 7)
(22, 20)
(14, 16)
(17, 27)
(9, 23)
(29, 1)
(48, 14)
(40, 10)
(6, 17)
(41, 11)
(33, 7)
(25, 3)
(44, 16)
(10, 23)
(2, 19)
(36, 17)
(28, 13)
(47, 26)
(5, 29)
(29, 14)
(48, 27)
(21, 10)
(40, 23)
(6, 30)
(10, 0)
(25, 16)
(32, 24)
(24, 20)
(35, 29)
(14, 6)
(47, 3)
(17, 17)
(36, 30)
(9, 13)
(28, 26)
(48, 4)
(40, 0)
(6, 7)
(21, 23)
(20, 27)
(44, 6)
(10, 13)
(51, 14)
(2, 9)
(43, 10)
(13, 24)
(16, 29)
(36, 7)
(28, 3)
(47, 16)
(5, 19)
(17, 30)
(9, 26)
(50, 27)
(29, 4)
(21, 0)
(40, 13)
(6, 20)
(39, 17)
(13, 1)
(32, 14)
(51, 27)
(24, 10)
(43, 23)
(16, 6)
(35, 19)
(1, 26)
(17, 7)
(36, 20)
(9, 3)
(28, 16)
(20, 17)
(39, 30)
(12, 13)
(31, 26)
(23, 22)
(51, 4)
(43, 0)
(1, 3)
(13, 14)
(32, 27)
(24, 23)
(16, 19)
(47, 6)
(5, 9)
(9, 16)
(50, 17)
(42, 13)
(8, 20)
(19, 29)
(11, 25)
(39, 7)
(31, 3)
(20, 30)
(12, 26)
(4, 22)
(32, 4)
(24, 0)
(43, 13)
(35, 9)
(1, 16)
(46, 24)
(38, 20)
(49, 29)
(27, 10)
(30, 15)
(50, 30)
(42, 26)
